log_lead,log_cad,log_hg,hba1c,crp,total_chol,hdl_chol,variable
1,0.330100051544795,0.0902442577548567,0.1496118463127084,-0.06023453111519757,0.106696614859112,0.05332903753625425,log_lead
0.330100051544795,1,0.015289206375875037,0.05567812646130812,-0.008961743610973476,0.02866082067892009,0.1306679994537352,log_cad
0.0902442577548567,0.015289206375875037,1,0.03159267358724558,-0.11103104786043119,0.12721796221671525,0.11228101830595728,log_hg
0.1496118463127084,0.05567812646130812,0.03159267358724558,1,0.2169353302866361,0.013223661268128635,-0.1786481595285864,hba1c
-0.06023453111519757,-0.008961743610973476,-0.11103104786043119,0.2169353302866361,1,0.06313342239939465,-0.2090291022604848,crp
0.106696614859112,0.02866082067892009,0.12721796221671525,0.013223661268128635,0.06313342239939465,1,0.17324638732570782,total_chol
0.05332903753625425,0.1306679994537352,0.11228101830595728,-0.1786481595285864,-0.2090291022604848,0.17324638732570782,1,hdl_chol
